"","x"
"Confidence interval Percentage of respondents satisfied with Follow up 12 months to March 2013",1
"Confidence interval Percentage of respondents satisfied with Follow up 12 months to September 2009",1
"Confidence interval Percentage of respondents satisfied with Follow up 12 months to September 2010",1
"Confidence interval Percentage of respondents satisfied with Follow up 12 months to September 2011",1
"Confidence interval Percentage of respondents satisfied with Follow up 12 months to September 2012",1
"Confidence interval Percentage of respondents satisfied with Treatment 12 months to December 2009",1
"Confidence interval Percentage of respondents satisfied with Treatment 12 months to December 2010",1
"Confidence interval Percentage of respondents satisfied with Treatment 12 months to December 2011",1
"Confidence interval Percentage of respondents satisfied with Treatment 12 months to December 2012",1
"Confidence interval Percentage of respondents satisfied with Treatment 12 months to March 2010",1
"Confidence interval Percentage of respondents satisfied with Treatment 12 months to March 2011",1
"Confidence interval Percentage of respondents satisfied with Treatment 12 months to March 2012",1
"Confidence interval Percentage of respondents satisfied with Treatment 12 months to March 2013",1
"Confidence interval Percentage of respondents satisfied with Treatment 12 months to September 2009",1
"Confidence interval Percentage of respondents satisfied with Treatment 12 months to September 2010",1
"Confidence interval Percentage of respondents satisfied with Treatment 12 months to September 2011",1
"Confidence interval Percentage of respondents satisfied with Treatment 12 months to September 2012",1
"Consent Rate (%) 2011 Ç",1
"Consent Rate (%) 2012",1
"construction date",1
"Consultation descriptions",1
"Contact",1
"Contact  Phone (Customer Centre)",1
"Contact e-mail (Customer Centre)",1
"Contact Name",1
"Contact Number",1
"Contact Tel",1
"Content provision costs",1
"Contract Title",1
"Contribution ($)",1
"Contributor",1
"Contributor Reference",1
"CONWAY ROAD",1
"Copyright",1
"Cost Centre / Budget Code",1
"Cost of Booking excluding VAT",1
"COST_CODE",1
"Councillor
Surname",1
"Councilor",1
"Count",1
"Covent Garden Market Authority (CGMA) Redevelopment - Project Chrysalis",1
"CPS outcomes by principal offence category _and_somerset",1
"CPS outcomes by principal offence category _mercia",1
"CPS outcomes by principal offence category _midlands",1
"CPS outcomes by principal offence category _yorkshire",1
"CPS outcomes by principal offence category - all other offences - October 2010",1
"CPS outcomes by principal offence category 42 England and Wales Areas October 2010",1
"CPS outcomes by principal offence category am",1
"CPS outcomes by principal offence category ashire",1
"CPS outcomes by principal offence category Avon and Somerset",1
"CPS outcomes by principal offence category Avon and Somerset October 2010",1
"CPS outcomes by principal offence category Bedfordshire October 2010",1
"CPS outcomes by principal offence category Burglary October 2010
",1
"CPS outcomes by principal offence category Cambridgeshire October 2010",1
"CPS outcomes by principal offence category cestershire",1
"CPS outcomes by principal offence category Cheshire October 2010",1
"CPS outcomes by principal offence category Cleveland October 2010",1
"CPS outcomes by principal offence category criminal damage October 2010",1
"CPS outcomes by principal offence category Cumbria October 2010",1
"CPS outcomes by principal offence category d_powys",1
"CPS outcomes by principal offence category Derbyshire October 2010",1
"CPS outcomes by principal offence category Devon and Cornwall",1
"CPS outcomes by principal offence category Devon and Cornwall October 2010",1
"CPS outcomes by principal offence category Dorset October 2010",1
"CPS outcomes by principal offence category Drugs October 2010",1
"CPS outcomes by principal offence category Durham October 2010",1
"CPS outcomes by principal offence category Dyfed Powys",1
"CPS outcomes by principal offence category Dyfed Powys October 2010",1
"CPS outcomes by principal offence category eland",1
"CPS outcomes by principal offence category erside",1
"CPS outcomes by principal offence category es_valley",1
"CPS outcomes by principal offence category Essex October 2010",1
"CPS outcomes by principal offence category estershire",1
"CPS outcomes by principal offence category et",1
"CPS outcomes by principal offence category ex",1
"CPS outcomes by principal offence category ey",1
"CPS outcomes by principal offence category eyside",1
"CPS outcomes by principal offence category fraud October 2010",1
"CPS outcomes by principal offence category Gloucester October 2010",1
"CPS outcomes by principal offence category Greater Manchester",1
"CPS outcomes by principal offence category Greater Manchester October 2010",1
"CPS outcomes by principal offence category Gwent October 2010",1
"CPS outcomes by principal offence category hamptonshire",1
"CPS outcomes by principal offence category Hertfordshire October 2010",1
"CPS outcomes by principal offence category hire",1
"CPS outcomes by principal offence category homicide October 2010",1
"CPS outcomes by principal offence category Humberside October 2010",1
"CPS outcomes by principal offence category humbria",1
"CPS outcomes by principal offence category ickshire",1
"CPS outcomes by principal offence category inghamshire",1
"CPS outcomes by principal offence category Leicestershire October 2010",1
"CPS outcomes by principal offence category Lincolnshire October 2010",1
"CPS outcomes by principal offence category Merseyside October 2010",1
"CPS outcomes by principal offence category Metropolitan and City",1
"CPS outcomes by principal offence category Metropolitan and City October 2010",1
"CPS outcomes by principal offence category motor October 2010",1
"CPS outcomes by principal offence category n_and_cornwall",1
"CPS outcomes by principal offence category North Wales",1
"CPS outcomes by principal offence category North Wales October 2010",1
"CPS outcomes by principal offence category North Yorkshire",1
"CPS outcomes by principal offence category North Yorkshire October 2010",1
"CPS outcomes by principal offence category Northamptonshire October 2010",1
"CPS outcomes by principal offence category Northumbria October 2010",1
"CPS outcomes by principal offence category Nottinghamshire October 2010",1
"CPS outcomes by principal offence category offences against the person October 2010",1
"CPS outcomes by principal offence category olnshire",1
"CPS outcomes by principal offence category opolitan_and_city",1
"CPS outcomes by principal offence category ordshire",1
"CPS outcomes by principal offence category Public Order October 2010",1
"CPS outcomes by principal offence category ria",1
"CPS outcomes by principal offence category ridgeshire",1
"CPS outcomes by principal offence category Robbery October 2010",1
"CPS outcomes by principal offence category Sexual Offences October 2010",1
"CPS outcomes by principal offence category South Wales",1
"CPS outcomes by principal offence category South Wales October 2010",1
"CPS outcomes by principal offence category South Yorkshire",1
"CPS outcomes by principal offence category South Yorkshire October 2010",1
"CPS outcomes by principal offence category Staffordshire October 2010",1
"CPS outcomes by principal offence category Sussex October 2010",1
"CPS outcomes by principal offence category t",1
"CPS outcomes by principal offence category ter_manchester",1
"CPS outcomes by principal offence category Thames Valley",1
"CPS outcomes by principal offence category Thames Valley October 2010",1
"CPS outcomes by principal offence category Theft October 2010",1
"CPS outcomes by principal offence category Warwickshire October 2010",1
"CPS outcomes by principal offence category West Mercia",1
"CPS outcomes by principal offence category West Midlands",1
"CPS outcomes by principal offence category West Yorkshire",1
"CPS outcomes by principal offence category West Yorkshire October 2010",1
"CPS outcomes by principal offence category Wiltshire October 2010",1
"CPS outcomes by principal offence category x",1
"CPS outcomes by principal offence category yshire",1
"CR0 2JJ",1
"Creatinine > 200 ?mol/l",1
"CREDENHILL",1
"CRIME AND DISORDER SCORE",1
"Crime Count",1
"Crimes disrupted December 2012 ",1
"Crimes disrupted December 2012 MSG Average",1
"Crimes disrupted December 2012 MSG Average Lower Bound",1
"Crimes disrupted December 2012 MSG Average Upper Bound",1
"Crimes disrupted per 1000 population 12 months to December 2009",1
"Crimes disrupted per 1000 population 12 months to December 2010",1
"Crimes disrupted per 1000 population 12 months to December 2011",1
"Crimes disrupted per 1000 population 12 months to December 2012",1
"Crimes disrupted per 1000 population 12 months to September 2009",1
"Crimes disrupted per 1000 population 12 months to September 2010",1
"Crimes disrupted per 1000 population 12 months to September 2011",1
"Crimes disrupted per 1000 population 12 months to September 2012",1
"Crimes disrupted September 2012 ",1
"Crimes disrupted September 2012 MSG Average",1
"Crimes disrupted September 2012 MSG Average Lower Bound",1
"Crimes disrupted September 2012 MSG Average Upper Bound",1
"Crimes per 1000 population 12 months to March 2010",1
"Crimes per 1000 population 12 months to March 2011",1
"Crimes per 1000 population 12 months to March 2012",1
"Crimes per 1000 population 12 months to March 2013",1
"Crimes sanction detection rate 12months to March 2010",1
"Crimes sanction detection rate 12months to March 2011",1
"Crimes sanction detection rate 12months to March 2012",1
"Crimes sanction detection rate 12months to March 2013",1
"Crimes SD Cannabis Warnings 12months to March 2010",1
"Crimes SD Cannabis Warnings 12months to March 2011",1
"Crimes SD Cannabis Warnings 12months to March 2012",1
"Crimes SD Cannabis Warnings 12months to March 2013",1
"Crimes SD Cautions 12months to March 2010",1
"Crimes SD Cautions 12months to March 2011",1
"Crimes SD Cautions 12months to March 2012",1
"Crimes SD Cautions 12months to March 2013",1
"Crimes SD Charge Summons 12months to March 2010",1
"Crimes SD Charge Summons 12months to March 2011",1
"Crimes SD Charge Summons 12months to March 2012",1
"Crimes SD Charge Summons 12months to March 2013",1
"Crimes SD Fixed Penalties 12months to March 2010",1
"Crimes SD Fixed Penalties 12months to March 2011",1
"Crimes SD Fixed Penalties 12months to March 2012",1
"Crimes SD Fixed Penalties 12months to March 2013",1
"Crimes SD TICs 12months to March 2010",1
"Crimes SD TICs 12months to March 2011",1
"Crimes SD TICs 12months to March 2012",1
"Crimes SD TICs 12months to March 2013",1
"Criminal damage and arson offences per 1000 population 12 months to March 2010",1
"Criminal damage and arson offences per 1000 population 12 months to March 2011",1
"Criminal damage and arson offences per 1000 population 12 months to March 2012",1
"Criminal damage and arson offences per 1000 population 12 months to March 2013",1
"Criminal damage and arson offences sanction detection rate 12months to March 2010",1
