Column,x
23721,Payroll staff EO Full-time Equivalent
23722,Payroll staff SEO/HEO Headcount
23723,Payroll staff SEO/HEO Full-time Equivalent
23724,Payroll staff Grade 6/7 Headcount
23725,Payroll staff Grade 6/7 Full-time Equivalent
23726,Payroll staff SCS Headcount
23727,Payroll staff SCS Full-time Equivalent
23728,"Payroll staff Other, unknown or unspecified Headcount"
23729,"Payroll staff Other, unknown or unspecified Full-time Equivalent"
23730,Payroll staff Total Employees Headcount
23731,Payroll staff Total Employees Full-time Equivalent
23732,Non-payroll Staff Agency staff (clerical/admin) Headcount
23733,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent
23734,Non-payroll Staff Intermin Managers Headcount
23735,Non-payroll Staff Interim Managers Full-time Equivalent
23736,Non-payroll Staff Specialist Contractors Headcount
23737,Non-payroll Staff Specialist Contractors Full-time Equivalent
23738,Non-payroll Staff Consultants/Consultancy Headcount
23739,Non-payroll Staff Consultants/Consultancy Full-time Equivalent
23740,Non-payroll Staff Total Employees Headcount
23741,Non-payroll Staff Total Employees Full-time Equivalent
23742,Grand Total (workforce numbers) Headcount
23743,Grand Total (workforce numbers) Full-time Equivalent
23744,Payroll Staff Costs Salary
23745,Payroll Staff Costs Allowances
23746,Payroll Staff Costs Non-consolidated performance payments
23747,Payroll Staff Costs Overtime
23748,Payroll Staff Costs Employer pension contributions
23749,Payroll Staff Costs Employer national insurance contributions
23750,Payroll Staff Costs Total paybill for payroll staff
23751,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors"
23752,Non-payroll Staff Total cost of consultants/consultancy
23753,Non-payroll Staff Total non-payroll (CCL) staff costs
23754,Grand Total paybill/staffing (payroll and non-payroll) costs
23755,Comments
23756,Organisation Name
23757,Organisation Type
23758,"Main, parent or sponsoring department"
23759,Payroll staff AO/AA Headcount
23760,Payroll staff AO/AA Full-time Equivalent
23761,Payroll staff EO Headcount
23762,Payroll staff EO Full-time Equivalent
23763,Payroll staff SEO/HEO Headcount
23764,Payroll staff SEO/HEO Full-time Equivalent
23765,Payroll staff Grade 6/7 Headcount
23766,Payroll staff Grade 6/7 Full-time Equivalent
23767,Payroll staff SCS Headcount
23768,Payroll staff SCS Full-time Equivalent
23769,"Payroll staff Other, unknown or unspecified Headcount"
23770,"Payroll staff Other, unknown or unspecified Full-time Equivalent"
23771,Payroll staff Total Employees Headcount
23772,Payroll staff Total Employees Full-time Equivalent
23773,Non-payroll Staff Agency staff (clerical/admin) Headcount
23774,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent
23775,Non-payroll Staff Intermin Managers Headcount
23776,Non-payroll Staff Interim Managers Full-time Equivalent
23777,Non-payroll Staff Specialist Contractors Headcount
23778,Non-payroll Staff Specialist Contractors Full-time Equivalent
23779,Non-payroll Staff Consultants/Consultancy Headcount
23780,Non-payroll Staff Consultants/Consultancy Full-time Equivalent
23781,Non-payroll Staff Total Employees Headcount
23782,Non-payroll Staff Total Employees Full-time Equivalent
23783,Grand Total (workforce numbers) Headcount
23784,Grand Total (workforce numbers) Full-time Equivalent
23785,Payroll Staff Costs Salary
23786,Payroll Staff Costs Allowances
23787,Payroll Staff Costs Non-consolidated performance payments
23788,Payroll Staff Costs Overtime
23789,Payroll Staff Costs Employer pension contributions
23790,Payroll Staff Costs Employer national insurance contributions
23791,Payroll Staff Costs Total paybill for payroll staff
23792,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors"
23793,Non-payroll Staff Total cost of consultants/consultancy
23794,Non-payroll Staff Total non-payroll (CCL) staff costs
23795,Grand Total paybill/staffing (payroll and non-payroll) costs
23796,Comments
23797,Organisation Name
23798,Organisation Type
23799,"Main, parent or sponsoring department"
23800,Payroll staff AO/AA Headcount
23801,Payroll staff AO/AA Full-time Equivalent
23802,Payroll staff EO Headcount
23803,Payroll staff EO Full-time Equivalent
23804,Payroll staff SEO/HEO Headcount
23805,Payroll staff SEO/HEO Full-time Equivalent
23806,Payroll staff Grade 6/7 Headcount
23807,Payroll staff Grade 6/7 Full-time Equivalent
23808,Payroll staff SCS Headcount
23809,Payroll staff SCS Full-time Equivalent
23810,"Payroll staff Other, unknown or unspecified Headcount"
23811,"Payroll staff Other, unknown or unspecified Full-time Equivalent"
23812,Payroll staff Total Employees Headcount
23813,Payroll staff Total Employees Full-time Equivalent
23814,Non-payroll Staff Agency staff (clerical/admin) Headcount
23815,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent
23816,Non-payroll Staff Intermin Managers Headcount
23817,Non-payroll Staff Interim Managers Full-time Equivalent
23818,Non-payroll Staff Specialist Contractors Headcount
23819,Non-payroll Staff Specialist Contractors Full-time Equivalent
23820,Non-payroll Staff Consultants/Consultancy Headcount
23821,Non-payroll Staff Consultants/Consultancy Full-time Equivalent
23822,Non-payroll Staff Total Employees Headcount
23823,Non-payroll Staff Total Employees Full-time Equivalent
23824,Grand Total (workforce numbers) Headcount
23825,Grand Total (workforce numbers) Full-time Equivalent
23826,Payroll Staff Costs Salary
23827,Payroll Staff Costs Allowances
23828,Payroll Staff Costs Non-consolidated performance payments
23829,Payroll Staff Costs Overtime
23830,Payroll Staff Costs Employer pension contributions
23831,Payroll Staff Costs Employer national insurance contributions
23832,Payroll Staff Costs Total paybill for payroll staff
23833,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors"
23834,Non-payroll Staff Total cost of consultants/consultancy
23835,Non-payroll Staff Total non-payroll (CCL) staff costs
23836,Grand Total paybill/staffing (payroll and non-payroll) costs
23837,Comments
23838,Organisation Name
23839,Organisation Type
23840,"Main, parent or sponsoring department"
23841,Payroll staff AO/AA Headcount
23842,Payroll staff AO/AA Full-time Equivalent
23843,Payroll staff EO Headcount
23844,Payroll staff EO Full-time Equivalent
23845,Payroll staff SEO/HEO Headcount
23846,Payroll staff SEO/HEO Full-time Equivalent
23847,Payroll staff Grade 6/7 Headcount
23848,Payroll staff Grade 6/7 Full-time Equivalent
23849,Payroll staff SCS Headcount
23850,Payroll staff SCS Full-time Equivalent
23851,"Payroll staff Other, unknown or unspecified Headcount"
23852,"Payroll staff Other, unknown or unspecified Full-time Equivalent"
23853,Payroll staff Total Employees Headcount
23854,Payroll staff Total Employees Full-time Equivalent
23855,Non-payroll Staff Agency staff (clerical/admin) Headcount
23856,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent
23857,Non-payroll Staff Intermin Managers Headcount
23858,Non-payroll Staff Interim Managers Full-time Equivalent
23859,Non-payroll Staff Specialist Contractors Headcount
23860,Non-payroll Staff Specialist Contractors Full-time Equivalent
23861,Non-payroll Staff Consultants/Consultancy Headcount
23862,Non-payroll Staff Consultants/Consultancy Full-time Equivalent
23863,Non-payroll Staff Total Employees Headcount
23864,Non-payroll Staff Total Employees Full-time Equivalent
23865,Grand Total (workforce numbers) Headcount
23866,Grand Total (workforce numbers) Full-time Equivalent
23867,Payroll Staff Costs Salary
23868,Payroll Staff Costs Allowances
23869,Payroll Staff Costs Non-consolidated performance payments
23870,Payroll Staff Costs Overtime
23871,Payroll Staff Costs Employer pension contributions
23872,Payroll Staff Costs Employer national insurance contributions
23873,Payroll Staff Costs Total paybill for payroll staff
23874,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors"
23875,Non-payroll Staff Total cost of consultants/consultancy
23876,Non-payroll Staff Total non-payroll (CCL) staff costs
23877,Grand Total paybill/staffing (payroll and non-payroll) costs
23878,Comments
23879,Name
23880,Description
23881,SOURCE
23882,Contact
23883,"VERIFICATION
STAGE"
23884,"AVAILABILITY
MapExplorer"
23885,Positianal Accuracy Improvement (PAI)
23886,"LAST UPDATED
SDE/CAPS/MapExplorer"
23887,Web Link
23888,Department Family
23889,Entity
23890,Date
23891,Expense Type
23892,Expense Area
23893,Supplier
23894,Transaction Number
23895,Amount
23896,VAT Registration Number
23897,Department Family
23898,Entity
23899,Date
23900,Expense Type
23901,Expense Area
23902,Supplier
23903,Transaction Number
23904,Amount
23905,VAT Registration Number
23906,Department Family
23907,Entity
23908,Date
23909,Expense Type
23910,Expense Area
23911,Supplier
23912,Transaction Number
23913,Amount
23914,VAT Registration Number
23915,Department Family
23916,Entity
23917,Date
23918,Expense Type
23919,Expense Area
23920,Supplier
23921,Transaction Number
23922,Amount
23923,VAT Registration Number
23924,Department Family
23925,Entity
23926,Date
23927,Expense Type
23928,Expense Area
23929,Supplier
23930,Transaction Number
23931,Amount
23932,VAT Registration Number
23933,Department Family
23934,Entity
23935,Date
23936,Expense Type
23937,Expense Area
23938,Supplier
23939,Transaction Number
23940,Amount
23941,VAT Registration Number
23942,Department Family
23943,Entity
23944,Date
23945,Expense Type
23946,Expense Area
23947,Supplier
23948,Transaction Number
23949,Amount
23950,VAT Registration Number
23951,Department Family
23952,Entity
23953,Date
23954,Expense Type
23955,Expense Area
23956,Supplier
23957,Transaction Number
23958,Amount
23959,VAT Registration Number
23960,Department Family
23961,Entity
23962,Date
23963,Expense Type
23964,Expense Area
23965,Supplier
23966,Transaction Number
23967,Amount
23968,VAT Registration Number
23969,Department Family
23970,Entity
23971,Date
23972,Expense Type
23973,Expense Area
23974,Supplier
23975,Transaction Number
23976,Amount
23977,VAT Registration Number
23978,Department Family
23979,Entity
23980,Date
23981,Expense Type
23982,Expense Area
23983,Supplier
23984,Transaction Number
23985,Amount
23986,VAT Registration Number
23987,Department Family
23988,Entity
23989,Date
23990,Expense Type
23991,Expense Area
23992,Supplier
23993,Transaction Number
23994,Amount
23995,VAT Registration Number
23996,Department Family
23997,Entity
23998,Date
23999,Expense Type
24000,Expense Area
24001,Supplier
24002,Transaction Number
24003,Amount
24004,VAT Registration Number
24005,Department Family
24006,Entity
24007,Date
24008,Expense Type
24009,Expense Area
24010,Supplier
24011,Transaction Number
24012,Amount
24013,VAT Registration Number
24014,Department Family
24015,Entity
24016,Date
24017,Expense Type
24018,Expense Area
24019,Supplier
24020,Transaction Number
24021,Amount
24022,VAT Registration Number
24023,Department Family
24024,Entity
24025,Date
24026,Expense Type
24027,Expense Area
24028,Supplier
24029,Transaction Number
24030,Amount
24031,VAT Registration Number
24032,Department Family
24033,Entity
24034,Date
24035,Expense Type
24036,Expense Area
24037,Supplier
24038,Transaction Number
24039,Amount
24040,VAT Registration Number
24041,Department Family
24042,Entity
24043,Date
24044,Expense Type
24045,Expense Area
24046,Supplier
24047,Transaction Number
24048,Amount
24049,Department Family
24050,Entity
24051,Date
24052,Expense Type
24053,Expense Area
24054,Supplier
24055,Transaction Number
24056,Amount
24057,Department Family
24058,Entity
24059,Date
24060,Expense Type
24061,Expense Area
24062,Supplier
24063,Transaction Number
24064,Amount
24065,Department Family
24066,Entity
24067,Date
24068,Expense Type
24069,Expense Area
24070,Supplier
24071,Transaction Number
24072,Amount
24073,Department Family
24074,Entity
24075,Date
24076,Expense Type
24077,Expense Area
24078,Supplier
24079,Transaction Number
24080,Amount
24081,Department Family
24082,Entity
24083,Date
24084,Expense Type
24085,Expense Area
24086,Supplier
24087,Transaction Number
24088,Amount
24089,Department Family
24090,Entity
24091,Date
24092,Expense Type
24093,Expense Area
24094,Supplier
24095,Transaction Number
24096,Amount
24097,Department Family
24098,Entity
24099,Date
24100,Expense Type
24101,Expense Area
24102,Supplier
24103,Transaction Number
24104,Amount
24105,Department Family
24106,Entity
24107,Date
24108,Expense Type
24109,Expense Area
24110,Supplier
24111,Transaction Number
24112,Amount
24113,Department Family
24114,Entity
24115,Date
24116,Expense Type
24117,Expense Area
24118,Supplier
24119,Transaction Number
24120,Amount
24121,Department Family
24122,Entity
24123,Date
24124,Expense Type
24125,Expense Area
24126,Supplier
24127,Transaction Number
24128,Amount
24129,Department Family
24130,Entity
24131,Date
24132,Expense Type
24133,Expense Area
24134,Supplier
24135,Transaction Number
24136,Amount
24137,Department Family
24138,Entity
24139,Date
24140,Expense Type
24141,Expense Area
24142,Supplier
24143,Transaction Number
24144,Amount
24145,Department Family
24146,Entity
24147,Date
24148,Expense Type
24149,Expense Area
24150,Supplier
24151,Transaction Number
24152,Amount
24153,Department Family
24154,Entity
24155,Date
24156,Expense Type
24157,Expense Area
24158,Supplier
24159,Transaction Number
24160,Amount
24161,Parent Department
24162,Organisation
24163,Unit
24164,Reporting Senior Post
24165,Grade
24166,Payscale Minimum (£)
24167,Payscale Maximum (£)
