dataset,header
1872,Type of hospitality received
1873,Name of Special Adviser
1873,Date of Hospitality
1873,Name of Organisation
1873,Type of hospitality received
1874,Minister
1874,Date of Hospitality
1874,Name of Organisation
1874,Type of hospitality received
1875,Name of Special Adviser
1875,Date of Hospitality
1875,Name of Organisation
1875,Type of hospitality received
1876,Minister
1876,Date of Hospitality
1876,Name of Organisation
1876,Type of hospitality received
1877,Name of Special Adviser
1877,Date of Hospitality
1877,Name of Organisation
1877,Type of hospitality received
1878,Minister
1878,Date of Hospitality
1878,Name of Organisation
1878,Type of hospitality received
1879,Minister
1879,Date of Hospitality
1879,Name of Organisation
1879,Type of hospitality received
1880,Minister
1880,Date of Hospitality
1880,Name of Organisation
1880,Type of hospitality received
1881,Name of Special Adviser
1881,Date of Hospitality
1881,Name of Organisation
1881,Type of hospitality received
1882,Minister
1882,Date of Hospitality
1882,Name of Organisation
1882,Type of hospitality received
1883,Name of Special Adviser
1883,Date of Hospitality
1883,Name of Organisation
1883,Type of hospitality received
1884,Minister
1884,Date of Hospitality
1884,Name of Organisation
1884,Type of hospitality received
1885,Name of Special Adviser
1885,Date of Hospitality
1885,Name of Organisation
1885,Type of hospitality received
1886,Minister
1886,Date of Hospitality
1886,Name of Organisation
1886,Type of hospitality received
1887,Name of Special Adviser
1887,Date of Hospitality
1887,Name of Organisation
1887,Type of hospitality received
1888,Minister
1888,Date given
1888,From
1888,Gift
1888,Value (£)
1888, Outcome
1889,Minister
1889,Date given
1889,From
1889,Gift
1889,Value (£)
1889, Outcome
1890,SpAd
1890,Date given
1890,To
1890,Gift
1890,Value (£)
1890, Outcome
1891,Name of Special Adviser
1891,Date of Hospitality
1891,Name of Organisation
1891,Type of hospitality received
1892,Minister
1892,Date given
1892,From
1892,Gift
1892,Value (£)
1892, Outcome
1893,Minister
1893,Date given
1893,From
1893,Gift
1893,Value (£)
1893, Outcome
1894,SpAd
1894,Date received
1894,From
1894,Gift
1894,Value (£)
1894, Outcome
1895,SpAd
1895,Date given
1895,To
1895,Gift
1895,Value (£)
1895, Outcome
1896,Minister
1896,Date received
1896,From
1896,Gift
1896,Value (£)
1896, Outcome
1897,Minister
1897,Date given
1897,From
1897,Gift
1897,Value (£)
1897, Outcome
1898,SpAd
1898,Date received
1898,From
1898,Gift
1898,Value (£)
1898, Outcome
1899,SpAd
1899,Date received
1899,From
1899,Gift
1899,Value (£)
1899, Outcome
1900,Minister
1900,Date received
1900,From
1900,Gift
1900,Value (£)
1900, Outcome
1901,SpAd
1901,Date received
1901,From
1901,Gift
1901,Value (£)
1901, Outcome
1902,Minister
1902,Date received
1902,From
1902,Gift
1902,Value (£)
1902, Outcome
1903,Minister
1903,Date given
1903,From
1903,Gift
1903,Value (£)
1903, Outcome
1904,SpAd
1904,Date given
1904,To
1904,Gift
1904,Value (£)
1904, Outcome
1905,Minister
1905,Date received
1905,From
1905,Gift
1905,Value (£)
1905, Outcome
1906,Minister
1906,Date given
1906,From
1906,Gift
1906,Value (£)
1906, Outcome
1907,SpAd
1907,Date received
1907,From
1907,Gift
1907,Value (£)
1907, Outcome
1908,SpAd
1908,Date given
1908,To
1908,Gift
1908,Value (£)
1908, Outcome
1909,Minister
1909,Date received
1909,From
1909,Gift
1909,Value (£)
1909, Outcome
1910,Minister
1910,Date received
1910,From
1910,Gift
1910,Value (£)
1910, Outcome
1911,SpAd
1911,Date received
1911,From
1911,Gift
1911,Value (£)
1911, Outcome
1912,Minister
1912,Date received
1912,From
1912,Gift
1912,Value (£)
1912, Outcome
1913,SpAd
1913,Date given
1913,To
1913,Gift
1913,Value (£)
1913, Outcome
1914,Minister
1914,Date received
1914,From
1914,Gift
1914,Value (£)
1914, Outcome
1915,Name of Special Adviser
1915,Date of Hospitality
1915,Name of Organisation
1915,Type of hospitality received
1916,Name of Adviser
1916,Date received
1916,From
1916,Gift
1916, Outcome
1917,Minister
1917,Date given
1917,To
1917,Gift
1917,Value (£)
1918,Name of Adviser
1918,Date received
1918,From
1918,Gift
1918, Outcome
1919,Minister
1919,Date of Trip
1919,Destination
1919,Purpose
1919,No.32 (The Royal Squadron)'  or 'other RAF' or 'Charter' or 'Scheduled' or 'Eurostar'
1919,Number of officials accompanying Ministers (where non-scheduled travel is used)
1919,Total Cost including travel and accommodation of Minister only
1920,Minister
1920,Date of Trip
1920,Destination
1920,Purpose
1920,No.32 (The Royal Squadron)'  or 'other RAF' or 'Charter' or 'Scheduled' or 'Eurostar'
1920,Number of officials accompanying Ministers (where non-scheduled travel is used)
1920,Total Cost including travel and accommodation of Minister only
1921,Minister
1921,Date of Trip
1921,Destination
1921,Purpose
1921,No.32 (The Royal Squadron)'  or 'other RAF' or 'Charter' or 'Scheduled' or 'Eurostar'
1921,Number of officials accompanying Ministers (where non-scheduled travel is used)
1921,Total Cost including travel and accommodation of Minister only
1922,Minister
1922,Date of Trip
1922,Destination
1922,Purpose
1922,No.32 (The Royal Squadron)'  or 'other RAF' or 'Charter' or 'Scheduled' or 'Eurostar'
1922,Number of officials accompanying Ministers (where non-scheduled travel is used)
1922,Total Cost including travel and accommodation of Minister only
1923,Minister
1923,Date of Trip
1923,Destination
1923,Purpose
1923,No.32 (The Royal Squadron)'  or 'other RAF' or 'Charter' or 'Scheduled' or 'Eurostar'
1923,Number of officials accompanying Ministers (where non-scheduled travel is used)
1923,Total Cost including travel and accommodation of Minister only
1924,Minister
1924,Date of Trip
1924,Destination
1924,Purpose
1924,No.32 (The Royal Squadron)'  or 'other RAF' or 'Charter' or 'Scheduled' or 'Eurostar'
1924,Number of officials accompanying Ministers (where non-scheduled travel is used)
1924,Total Cost including travel and accommodation of Minister only
1925,Minister
1925,Date of Trip
1925,Destination
1925,Purpose
1925,No.32 (The Royal Squadron)'  or 'other RAF' or 'Charter' or 'Scheduled' or 'Eurostar'
1925,Number of officials accompanying Ministers (where non-scheduled travel is used)
1925,Total Cost including travel and accommodation of Minister only
1926,Minister
1926,Date of Trip
1926,Destination
1926,Purpose
1926,No.32 (The Royal Squadron)'  or 'other RAF' or 'Charter' or 'Scheduled' or 'Eurostar'
1926,Number of officials accompanying Ministers (where non-scheduled travel is used)
1926,Total Cost including travel and accommodation of Minister only
1927,Minister
1927,Date of Trip
1927,Destination
1927,Purpose
1927,No.32 (The Royal Squadron)'  or 'other RAF' or 'Charter' or 'Scheduled' or 'Eurostar'
1927,Number of officials accompanying Ministers (where non-scheduled travel is used)
1927,Total Cost including travel and accommodation of Minister only
1928,Minister
1928,Date of Trip
1928,Destination
1928,Purpose
1928,No.32 (The Royal Squadron)'  or 'other RAF' or 'Charter' or 'Scheduled' or 'Eurostar'
1928,Number of officials accompanying Ministers (where non-scheduled travel is used)
1928,Total Cost including travel and accommodation of Minister only
1929,Minister
1929,Date of Trip
1929,Destination
1929,Purpose
1929,No.32 (The Royal Squadron)'  or 'other RAF' or 'Charter' or 'Scheduled' or 'Eurostar'
1929,Number of officials accompanying Ministers (where non-scheduled travel is used)
1929,Total Cost including travel and accommodation of Minister only
1930,Minister
1930,Date of Trip
1930,Destination
1930,Purpose
1930,No.32 (The Royal Squadron)'  or 'other RAF' or 'Charter' or 'Scheduled' or 'Eurostar'
1930,Number of officials accompanying Ministers (where non-scheduled travel is used)
1930,Total Cost including travel and accommodation of Minister only
1931,Minister
1931,Date
1931,Name of External Organisation
1931,Purpose of meeting
1932,SpAd
1932,Month of Meeting
1932,Name
1932,Purpose of meeting
1933,Minister
1933,Date
1933,Name of External Organisation
1933,Purpose of meeting
1934,SpAd
1934,Month of Meeting
1934,Name
1934,Purpose of meeting
1935,Minister
1935,Date
1935,Name of External Organisation
1935,Purpose of meeting
1936,SpAd
1936,Month of Meeting
1936,Name
1936,Purpose of meeting
1937,Minister
1937,Date
1937,Name of External Organisation
1937,Purpose of meeting
1938,SpAd
1938,Month of Meeting
1938,Name
1938,Purpose of meeting
1939,SpAd
1939,Month of Meeting
1939,Name
1939,Purpose of meeting
1940,Minister
1940,Date
1940,Name of External Organisation
1940,Purpose of meeting
1941,Minister
1941,Date
1941,Name of External Organisation
1941,Purpose of meeting
1942,SpAd
1942,Month of Meeting
1942,Name
1942,Purpose of meeting
1943,Minister
1943,Date
1943,Name of External Organisation
1943,Purpose of meeting
1944,SpAd
1944,Month of Meeting
1944,Name
1944,Purpose of meeting
1945,Minister
1945,Date
1945,Name of External Organisation
1945,Purpose of meeting
1946,Date
1946,Name of External Organisation
1946,Purpose of meeting
1947,Minister
1947,Date
1947,Name of External Organisation
1947,Purpose of meeting
1948,Minister
1948,Date
1948,Name of External Organisation
1948,Purpose of meeting
1949,Minister
1949,Date
1949,Name of External Organisation
1949,Purpose of meeting
1950,Minister
1950,Date
1950,Name of External Organisation
1950,Purpose of meeting
1951,Minister
1951,Date
1951,Name of External Organisation
1951,Purpose of meeting
1952,Organisation Name
1952,Organisation Type
1952,"Main, parent or sponsoring department"
1952,Payroll staff AO/AA Headcount
1952,Payroll staff AO/AA Full-time Equivalent
1952,Payroll staff EO Headcount
1952,Payroll staff EO Full-time Equivalent
1952,Payroll staff SEO/HEO Headcount
1952,Payroll staff SEO/HEO Full-time Equivalent
1952,Payroll staff Grade 6/7 Headcount
1952,Payroll staff Grade 6/7 Full-time Equivalent
1952,Payroll staff SCS Headcount
1952,Payroll staff SCS Full-time Equivalent
1952,"Payroll staff Other, unknown or unspecified Headcount"
1952,"Payroll staff Other, unknown or unspecified Full-time Equivalent"
1952,Payroll staff Total Employees Headcount
1952,Payroll staff Total Employees Full-time Equivalent
1952,Non-payroll Staff Agency staff (clerical/admin) Headcount
1952,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent
1952,Non-payroll Staff Intermin Managers Headcount
1952,Non-payroll Staff Interim Managers Full-time Equivalent
1952,Non-payroll Staff Specialist Contractors Headcount
1952,Non-payroll Staff Specialist Contractors Full-time Equivalent
1952,Non-payroll Staff Consultants/Consultancy Headcount
1952,Non-payroll Staff Consultants/Consultancy Full-time Equivalent
1952,Non-payroll Staff Total Employees Headcount
1952,Non-payroll Staff Total Employees Full-time Equivalent
1952,Grand Total (workforce numbers) Headcount
1952,Grand Total (workforce numbers) Full-time Equivalent
1952,Payroll Staff Costs Salary
1952,Payroll Staff Costs Allowances
1952,Payroll Staff Costs Non-consolidated performance payments
1952,Payroll Staff Costs Overtime
1952,Payroll Staff Costs Employer pension contributions
1952,Payroll Staff Costs Employer national insurance contributions
1952,Payroll Staff Costs Total paybill for payroll staff
1952,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors"
1952,Non-payroll Staff Total cost of consultants/consultancy
1952,Non-payroll Staff Total non-payroll (CCL) staff costs
1952,Grand Total paybill/staffing (payroll and non-payroll) costs
1952,Comments
1953,Organisation Name
1953,Organisation Type
1953,"Main, parent or sponsoring department"
1953,Payroll staff AO/AA Headcount
1953,Payroll staff AO/AA Full-time Equivalent
1953,Payroll staff EO Headcount
1953,Payroll staff EO Full-time Equivalent
1953,Payroll staff SEO/HEO Headcount
1953,Payroll staff SEO/HEO Full-time Equivalent
1953,Payroll staff Grade 6/7 Headcount
1953,Payroll staff Grade 6/7 Full-time Equivalent
1953,Payroll staff SCS Headcount
1953,Payroll staff SCS Full-time Equivalent
1953,"Payroll staff Other, unknown or unspecified Headcount"
1953,"Payroll staff Other, unknown or unspecified Full-time Equivalent"
1953,Payroll staff Total Employees Headcount
1953,Payroll staff Total Employees Full-time Equivalent
1953,Non-payroll Staff Agency staff (clerical/admin) Headcount
1953,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent
1953,Non-payroll Staff Intermin Managers Headcount
1953,Non-payroll Staff Interim Managers Full-time Equivalent
1953,Non-payroll Staff Specialist Contractors Headcount
1953,Non-payroll Staff Specialist Contractors Full-time Equivalent
1953,Non-payroll Staff Consultants/Consultancy Headcount
1953,Non-payroll Staff Consultants/Consultancy Full-time Equivalent
1953,Non-payroll Staff Total Employees Headcount
1953,Non-payroll Staff Total Employees Full-time Equivalent
1953,Grand Total (workforce numbers) Headcount
1953,Grand Total (workforce numbers) Full-time Equivalent
1953,Payroll Staff Costs Salary
1953,Payroll Staff Costs Allowances
1953,Payroll Staff Costs Non-consolidated performance payments
1953,Payroll Staff Costs Overtime
1953,Payroll Staff Costs Employer pension contributions
1953,Payroll Staff Costs Employer national insurance contributions
1953,Payroll Staff Costs Total paybill for payroll staff
1953,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors"
1953,Non-payroll Staff Total cost of consultants/consultancy
1953,Non-payroll Staff Total non-payroll (CCL) staff costs
1953,Grand Total paybill/staffing (payroll and non-payroll) costs
1953,Comments
1954,Organisation Name
1954,Organisation Type
1954,"Main, parent or sponsoring department"
1954,Payroll staff AO/AA Headcount
1954,Payroll staff AO/AA Full-time Equivalent
1954,Payroll staff EO Headcount
1954,Payroll staff EO Full-time Equivalent
1954,Payroll staff SEO/HEO Headcount
1954,Payroll staff SEO/HEO Full-time Equivalent
1954,Payroll staff Grade 6/7 Headcount
1954,Payroll staff Grade 6/7 Full-time Equivalent
1954,Payroll staff SCS Headcount
1954,Payroll staff SCS Full-time Equivalent
1954,"Payroll staff Other, unknown or unspecified Headcount"
1954,"Payroll staff Other, unknown or unspecified Full-time Equivalent"
1954,Payroll staff Total Employees Headcount
1954,Payroll staff Total Employees Full-time Equivalent
1954,Non-payroll Staff Agency staff (clerical/admin) Headcount
1954,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent
1954,Non-payroll Staff Intermin Managers Headcount
1954,Non-payroll Staff Interim Managers Full-time Equivalent
1954,Non-payroll Staff Specialist Contractors Headcount
1954,Non-payroll Staff Specialist Contractors Full-time Equivalent
1954,Non-payroll Staff Consultants/Consultancy Headcount
1954,Non-payroll Staff Consultants/Consultancy Full-time Equivalent
1954,Non-payroll Staff Total Employees Headcount
1954,Non-payroll Staff Total Employees Full-time Equivalent
1954,Grand Total (workforce numbers) Headcount
1954,Grand Total (workforce numbers) Full-time Equivalent
1954,Payroll Staff Costs Salary
1954,Payroll Staff Costs Allowances
1954,Payroll Staff Costs Non-consolidated performance payments
1954,Payroll Staff Costs Overtime
1954,Payroll Staff Costs Employer pension contributions
1954,Payroll Staff Costs Employer national insurance contributions
1954,Payroll Staff Costs Total paybill for payroll staff
1954,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors"
1954,Non-payroll Staff Total cost of consultants/consultancy
1954,Non-payroll Staff Total non-payroll (CCL) staff costs
1954,Grand Total paybill/staffing (payroll and non-payroll) costs
1954,Comments
1955,Organisation Name
1955,Organisation Type
1955,"Main, parent or sponsoring department"
1955,Payroll staff AO/AA Headcount
1955,Payroll staff AO/AA Full-time Equivalent
1955,Payroll staff EO Headcount
1955,Payroll staff EO Full-time Equivalent
1955,Payroll staff SEO/HEO Headcount
1955,Payroll staff SEO/HEO Full-time Equivalent
1955,Payroll staff Grade 6/7 Headcount
1955,Payroll staff Grade 6/7 Full-time Equivalent
